formula,target
Sm5Si3NO12,2.2619
Sm2HfS5,1.0782999999999996
NaBi3(BrO2)2,2.264
AgHgAsS3,1.1980000000000004
TbPO4,5.8675
UV2O6,0.4112
SrZnO2,2.0793
Si4MoO10,1.5668999999999995
Na3HoSi2O7,3.9656
K3FeO2,1.1592
Ca3CdO4,2.5211
In6Sn8S19,0.4997000000000007
Ta2PbO6,2.6067
YbC2,1.0157
BF2,4.8996
Ba2CoMoO6,1.1860999999999997
Gd2Mn(GeO3)4,2.1463
Na3La(AsO4)2,3.6405
CoP4F12,1.255
HoVO4,2.9556
CsK2InF6,4.6521
ScTeRh,0.3807999999999998
Mn2Cr3Sb3O16,0.6787999999999998
ErSbPt,0.4162999999999997
Ba2InBiO6,0.008700000000000152
TiTl2F6,3.871
PCl3,4.0342
KLaTe2,1.7012999999999994
Sr3PN,0.5116999999999998
Sr2YRuO6,0.18269999999999964
Sr2YTlW2O7,0.5541
Na4VP2O9,1.7472
NaH6ClO5,3.0156
LiFe2(PO3)5,3.9749
ZnSn2(PO5)2,1.8705
Pr4InSbS9,2.1585
C61O2,1.2893
Li3VF7,1.9246000000000003
NdPb8F19,3.5796
KLi3Ca7Ti2(Si6O19)2,0.6264000000000001
Na3Co(BO3)2,1.0234
HfCoO3,2.4865
RbIO3,3.1835000000000004
Ba3GaSb3,0.3418999999999999
Zr2P3H4NO12,4.2944
Tl2S5,1.6678999999999995
Li3V4O11F,1.9948
Li4MnCr2Fe3(PO4)6,1.1417000000000002
Ce(NF3)2,0.3451
K2Sb2S(O2F3)2,4.3549
KV6O14,1.0927
Na4CdP2,0.7385000000000002
ClOF3,3.6499
LiMn2F7,1.4012
K3Na(FeO4)2,1.3601
Al2Cd3(GeO4)3,2.1972
Li4Ti2Fe3Sn3O16,1.3977
Co4Sn(CO)16,2.1266
DyAsO4,3.6275
Sm3Cu3Sb4,0.32069999999999954
Si2As2O7,4.5533
Te3MoWS,0.004599999999999938
Zn(CN)2,5.9133
Li2Fe2(MoO4)3,2.6564
NaSmSe2,1.8249
Cs2Ge2S5,2.4156
LiPr(WO4)2,3.6337
SrCaMg14O16,3.3379000000000003
Li4Ti4V5O18,0.9893
Ba2GdGaSe5,1.2709
KBa7Al15Si17O64,4.152299999999999
As2H3CF9,4.3411
K2NaMnO4,1.6992
KCr12Si8ClO28,2.1567
KNdTiO4,2.3542000000000005
HoZnCr2O6,0.226
SrH6Cl2O11,5.3052
V2Co3Te3O16,0.17039999999999988
KSc2F7,5.7060999999999975
Na2Al2(SiO4)3,0.8918999999999999
Rb2YInI6,2.4184
Er11Cd45,0.06579999999999986
Li9Co15O28,0.1903999999999999
Li9V3(WO4)7,1.5507
Ag3H13SeN4O5,1.9349
Sc2W5(SeO4)3,0.2410999999999999
NpI3,0.000399999999999956
Ba2SrTi3O9,1.7303000000000002
HfPbO3,2.7161
RbInAs2O7,2.5506
Ca4P2O,1.2714000000000003
FeCoBO4,1.4346
LiCr2P5O16,2.9931
Na5CrO4,0.6587000000000001
K2PrAgCl6,3.2913
Li2Sn(OF3)2,0.7261
H4CSIN2,2.2414
Mn2InSbO6,0.4607000000000001
MgBi2O5,0.4382999999999999
MgCd3(CO3)4,2.918
H(WO3)2,0.488
Mg30MnCO32,2.0062
Li9Cr19O48,0.08240000000000003
Fe7Si3(H4O9)2,1.2864
Ba2Cu7(AsO4)6,0.3786000000000001
Co2H36N13Cl5O3,2.4139
Re3Te8Cl3,0.8757000000000006
NaCa2(SiO3)3,0.25780000000000003
LiTaPt2,0.3651
CaMn(SiO3)2,3.2619
Dy2NbGaO7,1.9331
Pt2Cl8O7,0.004899999999999997
Li4V5(P3O11)2,2.3533
Mg2Ta2MnO8,3.3012999999999995
Dy2GeO5,3.9954
Li2V3P4(HO4)4,2.383
BaDyFe2O5,0.8047000000000004
MnCuRh2,0.02519999999999989
Li7(CoO3)2,0.9991
K2Hg3S4,1.5522
LiUP(H4O5)2,2.5244
SiH12C2(NF)6,5.1981
Gd2Au5F21,1.6190000000000002
Zn6Ni7Ge2,0.05550000000000034
CdBiSe2Br,1.3868
K3InCl6,3.4614000000000003
SbCl3F2,1.8283
Zn2SnWO6,1.7655999999999996
CuH4(ClO)2,0.4636
Cs2Fe2P3O8F7,2.5574
CsNiPdF5,0.718
Zn4B2O7,1.8634
K2SIO7,0.01530000000000001
Cs3Re6(S4Cl3)2,0.13829999999999987
Mg2Cr2(SiO4)3,0.8582999999999998
DyNiSb,0.3132999999999999
Li7FeO5F,0.2246
BaLa2Cl8,3.6782
CsLi3F4,6.7384
NaMg30BO31,2.2983
Si5(H2Cl)4,3.835
NaSr2CrF8,4.0386
ErSeO3F,4.2923
Dy2(SO4)3,5.8095
Sr2YI7,2.9672
Li2La2Ti3O10,2.073899999999999
Li3CrClO4,2.6207000000000003
LiMo(PO4)2,3.0291
GdTl(WO4)2,3.0177
Mg30ZnCuO32,2.8734
NaMg30WO32,3.1826
Cs2GaP3O10,4.1491
Cs2NaYCl6,5.0706
Na2P2O7,0.3294
Mg(CuO2)2,0.3798999999999997
SeF4,4.1374
ZnCu3(P2O7)2,0.1867000000000001
SmSnAu,0.09699999999999953
LuAu2F9,1.8969999999999998
CaV2Ni2(P2O9)2,1.0885000000000002
Cs2KDyCl6,5.1002
LaSe2O9,0.0345
B6P2H14N2O19,1.1158
RbEuPO4,0.8320999999999996
RbPHO3F,5.189
KSnAuSe3,1.41
CaB3H3O7,5.7435
SrCaPb2,0.1253000000000002
Be2PH5O7,4.9750000000000005
Fe4Ge(CO)16,2.4775
Fe2GeS4,0.4043999999999999
Mn(BiTe2)2,0.4754000000000005
CoBiO4,0.5092000000000003
Na4Ni(PO4)6,0.1736
Cd2PCl2,1.4004
Cu3P,0.11369999999999968
Li3V2F8,0.4735
Yb(HoS2)2,2.1723
CsSiTe3,1.258
KF3,0.6421000000000001
MnOF,0.15989999999999993
CrFe(BiO3)2,1.9969
Li4Cr2Ni3Sn(PO4)6,1.9375
MnFe3(PO4)4,1.2713
Cs10Tl6SiO4,0.2121
Na2FeO2,0.4065000000000003
V2P3O10,0.8922000000000003
Mg14MnCuO16,0.0486999999999993
LuCu(BO2)5,0.7753999999999999
WO2F,1.6359
Y2Mn3Sb3O14,1.1492999999999989
Ba2HoB2ClO6,4.0836
Ba3Ti4Sb4O21,2.3649
FeH2SO5,4.1317
YMg30SiO32,0.3138000000000005
H28Pt2Br5N9O2,2.6863
K3Np(MoO5)2,0.3597000000000001
CoN5O9,0.05969999999999985
USNO6F,0.15359999999999996
Na13Ca7S12Cl(O24F)2,5.1477
HfHg3(SeCl3)2,2.5444
MgMo3O8,1.23
CoH18S2Br(N3O2)2,0.4923
Na4U3Te5O21,1.9654000000000005
BaCoP2O7,3.0692
Ti2MnAl,0.051099999999999916
K2U(PdS2)3,0.00890000000000013
Ce(Al10V)2,0.07429999999999913
Ca3Cr2O7,0.9913000000000004
Li2Fe3(MoO4)3,0.009199999999999877
ScI5N3,0.5142
MnZnF4,3.2142
Na2(NiO2)7,0.5751
CaCeO3,2.3372999999999995
Ca2Mn(AsO5)2,0.06279999999999998
Li2B12H26O7,5.2083
Fe2P2H6C2O13,2.6645
Si2Ge3P6O25,4.0974
Na7(WO3)9,1.0205000000000002
Tl2Mo2P2O11,1.7677000000000005
Sr(NdS2)2,2.1032
EuBPd3,0.16059999999999966
Tb3InS6,1.0294999999999996
V3(HO2)4,0.8161999999999999
Fe14O15,1.0187
TiHg6As4Br7,0.0979000000000001
VH4(CO3)2,2.9939999999999998
EuY2O4,0.26319999999999943
RbLi2(IO3)3,3.8184
CsPd2F5,0.2524
La4Mo2O11,1.7542
Na2SbAuF6,0.5332000000000001
MoH4O5,1.7108
La7(BrO6)3,0.21019999999999994
Cs4BiSbCl12,0.5768
CsMg12Al25Si29O108,4.346
K3AlH6,2.8773
NaLi2MnPCO7,3.5916
NaLi2AsF6,3.6192
Co(C2O3)2,0.5139
FeCoH18(NCl)6,0.8114
Dy8Ga3Co,0.17759999999999998
Ca2YFe4SbO12,1.6679999999999997
AgSbH2C2(NF3)2,2.8326
Na3YBr6,4.2541
Mg2Mn2(SiO4)3,1.3375000000000004
BaCaMg30O32,3.0078
CoCuP2O7,0.060300000000000235
VCrO5,1.1569
ErPaO4,2.4413
Ta2Ni3Te5,0.028899999999999263
CaV4O10,0.8309
InAs2PbO8,0.1332
Li3MnF6,1.7229
CaZn(SiO3)2,4.0551
Tm2(CN2)3,2.4961
P2Pb4SO12,3.9093
Na2Zn(GeSe3)2,1.3493
Mn2SnC9BrO9,2.198
K3Ba7Ti10(O9F)3,0.03859999999999975
P2PbO9,0.3106
TlGeF3,3.3593
Ca2Al4Si8O33,0.1571
HgN4(ClO4)2,0.022699999999999942
LiNb(BO3)2,3.0478
Co3BPO7,2.2552
K2MoSe2O11,0.5447
Lu2Te3,0.5877000000000003
MnH7C3NO6,2.3501000000000003
Mo3O8,1.2002
Na4ZnP4H16C2(NO8)2,4.5953
Ba2LaTaO6,3.6208
CsCa(SeO4)3,0.0020000000000000018
Nb6V3Ni3C2,0.012900000000000134
LiS2N(O2F)2,5.900399999999999
Nd2MnGaO6,1.1269
Ca4Al6SO16,4.4190000000000005
Cs3La(MoO4)3,3.7948
RbClO4,5.4759
Sr3InRhO6,1.4807999999999997
NiP4O11,4.8766
Ti3NbNi2(PO4)6,0.09359999999999946
Sr2SnSe3F2,1.4478999999999995
LiB2H11N2,4.5188000000000015
Zr7VO16,1.7619999999999998
K2Li2CoO4,1.2409
Cs2KAlCl6,4.5089000000000015
Li3V4F19,1.3893
CaYMg30O32,0.33309999999999995
Bi(TeBr2)2,1.0593
Na3Al(AsO4)2,3.3631
Li2SiBSbO7,2.6665
ZnNi4O5,1.9107000000000005
BaLaTaZnO6,2.5384
Ho2Zr8O19,2.4023
MnPH5CO4,3.3454
Sr7CaTi3Mn5O20,0.29430000000000023
Mo2Se3S,0.7385999999999999
Ba10MgMn3V8(Cl3O7)4,2.4493
Pr6MnS10,1.2101999999999995
Li4Cr2Co3Sb3O16,0.54
Sr2LaNbO6,2.9846000000000004
Cs2HgTe,1.8023
K10NbInAs6,0.9177
Rb2MgH8(CO5)2,4.535299999999999
MnPO4F,0.002800000000000025
CsInF3,2.9391000000000003
Na2ZrSiO5,4.004
Sc4Ti3O12,2.7582000000000004
CsBH4,5.7698
Li7Nd3Zr2O12,4.266
SrFe3(PO4)3,1.4011999999999998
Cd2BiAsO6,2.0527999999999995
CaCoGeO4,2.4241
CoSb3XeF23,0.6382000000000001
CuHIO4,0.07810000000000006
Mo3C7Br3NCl3O7,0.3573
SrH4(ClO)2,4.9993
SbXeF9,2.1416
BaPdO5,0.5244
CdH6C(BrN)3,3.1908000000000003
LiZnPS4,2.7311999999999994
K2YZr(PO4)3,4.564
OsC8I4N3OF,0.14429999999999998
Na2SnO2,2.101700000000001
BSF7,4.9968
NbGa(PbO3)2,2.6900000000000004
Li3MoP2O9,1.4547
Sm(PO3)3,5.4891
LaTiAlPbO6,1.8576000000000008
YSeO3F,3.9786
Rb2LiMoBr6,1.2695
Te4As2S(OF6)2,1.2113
Tb7(CuTe4)3,0.3644000000000007
Ca36Sn23,0.06709999999999994
Ho3Te3N,1.1376999999999995
Rb2HgRuF6,0.0013000000000000234
U(H2O3)2,2.0573
Ba2Zr6BCl17,1.0883000000000005
Re2(HgO2)5,1.1042999999999998
La2Ta3(SO4)2,0.8316999999999997
Li3MnCr3O8,1.7146000000000003
BiF4,0.9269
Sm10Se19,0.27010000000000023
Zn3P2Pb3WO14,3.5375000000000005
Sr3CaAl8(SiO5)8,0.12809999999999988
RbLi2(H2N)3,1.9381
Fe2Co3H4(Se3O10)2,1.7623000000000002
KYGeS4,2.4167
P2H12BrN7,4.3765
Ni(H3Cl)2,0.8190999999999999
Na3NbHO2F7,2.7515
NaSrMg2F7,6.3581
Li2Ni3OF6,3.6301
Mg(H3Cl)2,0.9297
H12W3C4NCl9,0.09089999999999998
CsRb2InBr6,2.6764
InSb3F18,3.4663
AlGa(CuSe2)2,0.44099999999999984
Ba4Sn3O10,1.1901000000000002
KHgC3(NO)3,3.2554
Ca4UAl2(SiO5)3,0.12199999999999987
CsNaB10H31N7,3.4168
Na4CaFe4(PO4)6,2.1969000000000003
RbSrCO3F,4.1259
ErCuPbSe3,1.1376999999999995
SrLi2Ge,0.133
TiMn2O6,1.3592999999999995
Sr2LiSiN3,0.058000000000000274
Rb2NaAsBr6,2.4728
RbC2S2NO5F6,0.8409
KCu(BiS2)2,0.6732
TiTeO3F2,2.7076
Li2HIO,4.3192
Li2NiGe3O8,3.0431
Mg5Ti(BO5)2,0.4163000000000001
Sr(H2N)2,2.342
Ba5Ho2ZrAl2O13,2.5600000000000005
SrGe4O9,3.0645
LiBH4,6.8115000000000006
Nd11Cd45,0.14070000000000027
RbV2SeO7,2.0099
Er7IrI12,0.3803000000000005
Cs2TlSbBr6,1.2294000000000005
K3PO4,4.0019
Cs2AlCuCl6,0.657
NaSr3NbO6,3.2962
ReP4,0.7559000000000005
Ba2Tl7Au,0.007500000000000284
Li11(CoO4)2,0.2894000000000001
CuP4I,0.8799999999999999
Li7MnO5F,1.2879
Al3BC3,1.7243999999999993
RbDyBeF6,7.490299999999999
K2GdAuCl6,1.4942
LiFe5O8,1.318
Dy7(CuTe4)3,0.32319999999999993
La5AgSe8,1.4229000000000005
CaSbO3,0.14400000000000013
LiP(WO4)2,1.8364
Ba3Sc(BO2)9,5.2789
In4Bi3S10,1.0172
RbLuSe2,2.0335
TmTaTiO6,3.3335
Cs2PbO2,1.8593
NaCa4TaTi4(SiO5)5,2.8068000000000004
KCaP3(HO2)6,5.230499999999998
HgAs3H12C4S6N,2.172
Na6Sn2B4SO16,3.4323
Ge4Te7As2,0.2182000000000004
PrRh,0.17550000000000046
Cs5Tc6S8Br7,1.761
Nd4(SiS4)3,2.0758
Zn3Cr2(SiO4)3,3.2794
H4IN,3.6458
Rb5Tc3S7,1.1198
Mn3(OF)2,0.8096000000000001
CoH40C10Br2(N2O)10,3.2158999999999995
AgH7CN8O7,2.273
NaVBP2H3O10,2.1429
K5InO4,2.0401
Na3AlP3NO9,4.9929
Y2Al3Ga3(BO3)8,5.0168
CuGeO3,0.52
K2PtF6,2.5717
TeWNCl4F5,2.2383
NaGdH2S2O9,2.9139000000000004
NaHoCl4,4.8213
Ta2MoO8,1.0421999999999998
Mo3W(Se3S)2,0.9023000000000004
LaSmCo2O5,0.5165000000000006
Cs3GaCl6,3.5291
Ba2Sc2B4O11,3.3548
Cs2PtF6,2.814
HgH4C2S2(N3Cl)2,2.9902
Tb2MnSbO7,0.26180000000000003
Na3TiFe3O8,1.8038000000000003
Li2MnSn(PO4)2,3.0587000000000004
Ti2Cr3O12,0.7834
Ca2Hf7O16,4.3157000000000005
Rb5Nd2W(NO3)11,1.0964999999999998
BaLaMgBiO6,1.2851999999999997
Ti2In3FeO10,1.854
Ba8Nb7S24,0.0964999999999998
Na3CuBSO7,0.6300999999999997
K3Bi2(NO3)9,3.5856000000000003
Li2V3O3F5,1.251
Ho3ReO8,1.7189000000000003
TlCu7Se4,0.29159999999999986
CeNd4Zr3O14,2.1769000000000003
Ba2Zr2(SiO4)3,4.2856
LiMn(PO3)3,4.3259
GaFe2BO5,1.8863
NaCaAlF6,7.1135
RbLaS2,2.6857
NaYSn,0.10179999999999988
Li6Co5(P2O7)4,2.9488
Li2V4CuNiO12,0.018299999999999983
Y2Co2O7,0.40370000000000017
LiSbS,0.4235000000000002
Rb2PrAuCl6,2.1519
LiLa4CoO8,0.15639999999999965
Sr3Co2(ClO2)2,0.04640000000000022
Hf5P7Pd9,0.01890000000000036
CaPHO4,5.4321
YIO,3.4111
MgB6H28(C2O)2,6.0978
Zr19O40,0.03730000000000011
CdBiS2Cl,1.9160000000000004
K2ZnS2,2.6331
BaRe3S4O7,0.017600000000000282
ZnH24Au2C12S8(NCl)4,1.6317
CaV2O5,1.9003
Ba6Mn4Co2ClO16,0.38729999999999976
Sr5As3ClO12,3.8285000000000013
RbNaSnF6,5.100099999999999
K2Mo(CO4)2,0.9291
CsMgPO4,4.6322
Li3CrBPO7,3.1695999999999995
CrNF4,0.4045999999999999
Li6Mn3Co(PO4)6,0.5448
B3H5,3.697
RbNaMg3Zn2(Si2O5)6,4.2416
EuDyCuS3,0.06210000000000005
KNp(CO3)2,0.1379999999999999
Cs3HgCl5,3.0401
RbBi,0.37770000000000015
CaFe5P5O22,0.6850999999999998
Li5Fe2(PO4)3,3.7295
NaTiSn(PO4)3,2.5053
CsSrSiHO4,3.9559
TlClO3,4.423
Nd3Lu2(GaO4)3,3.1433
B2CN2,1.0138999999999996
LiCr3(FeO4)2,1.3003
NaAlO2,3.7968
KGdTe4,0.0054999999999996154
Ba2HoCl7,4.9389
H16C3NF7,7.3689
Li2MnV4CoO12,1.3928
Li2Ni3BiO8,0.327
Nd2SeOF2,2.6888
BaNd2PtO5,2.5164000000000004
NaGdRe4(H2O5)4,3.1404
HfMg,0.2010000000000005
Sr6Sb6S17,1.7409
WSeS2Cl5,2.2777
La2Hf2O7,4.232799999999999
SrBe2(PO4)2,5.7435
Mo2WS6,1.2626
Na2ZrCd(CO3)8,0.15070000000000006
LiCo2(BO3)2,0.8924000000000001
KCa7Si3(O4F)3,4.711600000000002
Cs2Ga2B2O7,3.7986
Ti2O7,1.1540000000000001
Mg2Fe9O13,0.5634000000000001
Sb3O4F,2.6375
Ba2Ge(Sb2S5)2,1.4007999999999998
K2Te3,0.5694000000000004
Ba2Li(BO2)5,4.9517000000000015
MnGe4H24C8(S5N)2,1.4138000000000002
AlCuCl4,2.5112000000000005
TbTmO3,4.568899999999998
Li2Co3(SiO4)2,2.4703
Li3CrSiBO7,1.0319999999999998
Li2Cr2FeSbO8,1.7935999999999996
CdH7C3NO6,4.7502
Mn2Co3(PO5)4,0.036599999999999966
Sr7GeN6,1.1313
Ca2V2PbO8,3.2085000000000004
Th10N9F13,2.0872
BaPrTaCoO6,2.3107
P2Pb4O9,3.2074
ThV2O7,2.3077
Na2TeO5,0.23640000000000005
CdAs2S2(OF3)4,3.4895
K2NaMo(OF)3,3.0415
As12S13,0.4928
TeC4S4(N4Cl)2,0.1874
Sr2Fe2Se2OF2,1.9044
InCo3SnS2,0.2382
SmTeAs,0.2621000000000002
LiLa(MoO4)2,3.7484
Ba3Nd(BO2)9,5.0855
Ba4CrGa2(S3F2)2,1.9121
CsSbCl6,1.9983
KPr(SeO4)2,3.4507
Fe3MoC11SeS3O11,2.1224
Ti3Cu2Te(PO4)6,0.5432999999999999
Zn2SO6,1.1644
Cs4IrO4,0.3644000000000003
K2PrAgF6,2.3844
DyOF,5.020200000000001
Gd3Sb4Au3,0.4530000000000003
Ho3InS6,1.0953999999999997
Ti3V5O16,1.1384000000000003
Cs2RbBiCl6,3.976
NaSi2BH2O7,4.0496
Eu2Mg3H10,0.5777000000000001
KMn(PO3)3,4.044600000000001
ScVOs2,0.1549999999999998
Cd2Ni(ClO2)6,0.4357
Ba4Li4Ti19O44,2.3023
CsRb2BiF6,4.0523
Ba4Sr(SnO3)5,0.4133000000000005
Mg3B7ClO13,5.9272
K15W7N19,1.4793
U2FeS5,0.0005000000000006113
K6HgS4,1.7161
PrGeBO5,3.9887
Li3CoNi3O8,0.09489999999999996
K2Ba5(Si2O5)6,4.5144
ZnH4(CO3)2,3.1831
Cs4Sb14S23,1.3732999999999995
ReH(CO)4,2.9855
Li2EuSiO4,0.04330000000000034
SbH3CS2N,0.7138000000000002
Ca2Al2FeSi4BO16,1.1658
YNbO4,3.5446
Mg3C2O7,3.9108
KGaGeS4,2.3686
NaSrPb2,0.1352000000000002
PH4N(OF)2,5.1708
K2Se2O5,3.5339
Li3B3(H8N)2,5.9495000000000005
Li6PClO5,5.2543
Cd2B2O5,2.4657
Eu2Sn5Au2,0.008299999999999308
KAlH4,5.0677
K2H5F7,7.1692
H3CBrClF,2.8172
MoH6NO3F2,2.7803
K2Sn2O3,1.3060999999999998
Rb2SnCl6,2.5354
Rb2LaF5,6.3697
MnZn2SiO6,0.7368999999999999
Sr2FeCO3F5,2.4958
Ba2SiS4,3.0012
As2C4S2O,1.1952
InTeI,1.5625
NiH15IO12,2.4175
Rb3Ge2Br7,2.8982
NaB(S2O7)2,5.5222
Ca2Al2FeSi4BHO16,3.9301
Sm9Ga5S21,1.7401
CaAl2(SiO4)3,0.4482999999999999
Na4Ca2SiP4,1.0078
U2H12C2S3(NO8)2,1.9623
BH3NF4,7.5583
Rb2SbCl3F2,3.0561
Li2VPO4F,2.6846
LaCuSeO,1.5467999999999993
Tl2TeCl6,2.5741000000000005
Cu2Bi4Pb2S9,0.7154000000000007
MgTiO3,3.5295
CsFeCoF6,1.4264
NaScSnO4,2.6121
Er2GeO5,3.8644
ZnHg2H14C4N6O13,3.4328000000000003
PuN2O11,0.06679999999999975
Te2W3(CO)15,1.2205
La2Ti2CrO9,0.8291000000000004
Ca14MnP11,0.08449999999999935
UMnS2O15,0.327
K3P(W3O10)4,3.238
La7Mn8O24,0.03750000000000053
V2SiPb5O12,2.6770000000000005
V8Ga3(MoS6)4,0.1921999999999997
Cs2AsAuCl6,0.17710000000000006
Ge7(H2O11)2,0.4586
K2Pd3S4,0.4969000000000001
BaNa2Al4(SiO4)4,4.7346
Na3Sc2(BO3)3,3.7232
Rb2ErAuCl6,1.974
KZn4(SbO4)3,2.1239000000000003
K2Y4Cu4Se9,0.7107999999999999
ZnBr2,3.2203
Zn2IN,1.6305
SrSbSe3,0.40269999999999984
Pm2O3,3.7666
Mn3Co(PO4)4,0.4988999999999999
Ta4Cu2O11,1.2731
CoH20PtC4(NO3)4,3.0269000000000004
LiNb3InCl9,0.9529999999999998
Mg2BO4,0.2709000000000001
LiMg30GaO32,4.506
KZrF5,5.5642
BaMgNiF7,1.6007
Mg2(SiO3)3,0.1481
Zn(InSe2)2,0.9929
In5Se5Cl,1.0406
Cs3Sc2Cl9,3.9353
Ba3MoO6,2.2233
YScS3,1.7711
Y2Co2O5,0.5948000000000002
RbMg6BO8,1.6866
AsXe2O4F9,2.1685
RbSm(PO3)4,5.2964
Li2V3P5O18,1.0574
In2AgSe3Br,0.2070000000000003
Rb3BiBr6,3.3
MgTi2CoO7,0.391
S2I2O11,2.6344
Ni3B7ClO13,3.1032
CuSO7,0.0979
Sr2NCl,1.9398000000000004
Sr4Br6O,4.2196
Ca2VP3O11,2.2281
Hg2AsCl2,1.3038999999999998
Ga3Ni13Ge6,0.00509999999999966
Ca2ZrTi(GeO5)2,3.043200000000001
Fe7Sb10(Br4O9)2,2.4311000000000003
Ca2FeCoO5,0.02549999999999964
ZrCuH8C2NCl6,2.0864000000000003
SrCaFe(PO4)2,3.8248
TlAgTe,0.6385000000000005
SbTe2F6,0.9942999999999996
Li2BiPCO7,3.7498999999999993
Na2Mn2Si2O7,2.3448
Ba4(PtO3)3,1.5953000000000004
KCuTe,0.6037000000000003
Co(PO2)2,1.7012
Ti5Pb5O14,0.4157000000000002
Mn2Hg(CO)10,2.7151
GdIO,0.2523
K2VO6,0.0297
Mg(WO2)4,0.8003999999999998
Na2Zr2O5,2.0295
KRb2AuCl6,0.2681
Li19V12O32,0.6454
Cs2CuBiBr6,0.6407
Rb2B7H5O14,5.1249
Ti(PCl6)4,1.3551
Sm3Si2S8Br,2.6145
LiTiNF6,2.801
SiP2H18(C3Br2)2,2.7345
NaFe(PO3)3,3.9641000000000006
NaNp(HO2)2,0.2695999999999996
K3AsBr6,2.9087
Cs2KSbBr6,2.8501000000000003
V8Sn16H85(C8O9)4,1.5383
Al2BiSe4,2.2379
U7V5Ag3O35,1.0677
BHN4,4.3681
Li2V4Si4O13,1.9007
ZrZnF6,6.129
NaTiCuS3,0.15340000000000042
Fe10O11,1.4182999999999997
HgHOF,1.4480000000000002
Mg30CrCuO32,0.9368999999999996
MgCoMo2O7,0.8413999999999997
Ba4In2Te2S5,2.0852
SbH32C8N4Cl7,3.5129
Mg2HgPt,0.007700000000000262
LiTaGeO5,3.7864999999999993
Ag3SI3,0.3371999999999993
BiSb3(PO4)6,2.2632000000000003
YAsSe,0.4573
K2MgCl4,4.7652
RbSnCl3,2.208
Sr2CuSe2(ClO3)2,0.4852999999999996
RbMg(BrO2)3,0.0363
Tl3SiTe3,1.0854
Sr19Li44,0.044599999999999966
K3YBr6,3.801
KMgP(H6O5)2,4.7532
Te4Pb5Se,1.3002000000000002
As2Kr3F16,1.149
HoSeClO3,4.3572000000000015
LiThF5,6.522
Er2(SeO4)3,2.6314
Ce4Ge9Rh13,0.0018000000000002454
BaTbFe4O7,0.5758999999999994
KTl2GaF6,4.551
SbRu2C6Cl7O6,2.4953000000000003
K8La(PS4)4,0.018799999999999928
Mn2Fe5(SiO3)8,1.7092
Li3Ce5Ge4,0.000600000000000378
Li4Ti2Mn3Ni3O16,0.014699999999999937
K2GeSe3,1.7264
Er3TaO7,3.6189
Re3PbSe6,0.8812999999999995
In2HgSe4,0.6337000000000002
Cs2YAgF6,3.3391
Ca3(HO3)2,2.9049
NaSn4(PO4)3,3.7411
NaNdC4O11,0.8697999999999999
Na2CdH4(SeO5)2,2.8694
MgFe4H42(S3O23)2,2.208
U6Fe16Si7,0.015599999999999168
Cd(PO4)2,0.4668999999999999
Li3CrBAsO7,2.8933
SnH8(NF3)2,5.114599999999999
InGaP2,0.5575000000000001
AlH6N2Cl3,5.0335
CdFe2Sb2(PO4)6,2.8426
La6Sm2V5Cr3O20,0.15839999999999946
EuAlF5,0.7047999999999996
CaSnF4,3.5187
Ta2MnO6,3.1393000000000004
Na2V2F7,0.3737999999999999
As2W2O11,3.3384
Na2SnF6,4.9577
Cs3Tb7Te12,0.8430999999999997
Rb2LuAuCl6,1.892
Li4TiV3O10,1.2386999999999997
RbNd(ClO)4,1.4604
Cs4Ni3F10,4.9549
Ca10La6Mg3Ti13O48,1.9166
NpCuSe2,0.02280000000000016
Cs2WO4,4.5316
Sb4IrC5ClO5F22,2.9357
Mg2FeH6,1.9140000000000001
LiMn2P2HO8,3.418
K2Cu5H8(Cl4O3)2,0.20890000000000009
Li5Ti2V3O10,0.29849999999999977
CaWO4,4.3443
LiFe3P3(HO6)2,3.285
AlRhO3,1.6691000000000005
Ba3V2O7F5,1.3959
Cs2LiCeBr6,0.29090000000000016
Rb2B2Se7,1.7001
Ba3(CrS3)2,0.6307999999999998
CdPS3,1.7451
V10O9,1.1357999999999997
Cs2Cu3SnF12,0.04729999999999995
Lu2V2O7,1.1487999999999996
Na2SrV4O12,3.0358
Sr3CaTi2Mn2O10,0.7831000000000001
La11V4O26,1.0184999999999995
Hf2P2O9,4.9036
Sr2Mg2V3O14,0.7637999999999999
KLiH4S2(NO3)2,5.3356
Rb2Cu2Si8O19,0.5316000000000003
CsCa(PO3)3,5.2969
Sr5Al2F16,6.9343
CaLu2O4,3.9028
Sm4Si2Se3O7,2.3907
Li3CrP2HO8,2.822
Na2ErCuCl6,1.5764999999999998
LiEr2S2O8F3,6.0868
FeH8(BrO2)2,3.7192
KSrI3,3.7310000000000003
La2MgSnO6,4.092899999999998
BaZrO3,3.0368000000000004
Gd2Cl3,0.17220000000000013
TiSnO4,1.5832999999999997
CsVPO5,2.8920000000000003
Sm3Si6N11,3.0112999999999994
Te4MoW3Se4,0.38180000000000014
LiFeCO3F2,2.1772
Li4TiCr5O12,0.12849999999999984
HfTlCuS3,0.8069999999999995
CrSn(PO4)2,0.4352000000000005
MnTlCuSe2,0.06159999999999944
Na3MnF6,1.6641
Li2Si2O5,5.154
Na17Zr7Sc5Si6(PO6)12,4.1506
Ba4Li2(CdP2)3,0.4430000000000001
RbSm(WO4)2,3.4195
YFeF5,4.0198
SiAg2S3,1.3857
BaBe2(PO4)2,5.1322
